state,town,county,fips
NH,Sharon,Hillsborough,011

NH,Shelburne,Coös,007

NH,Somersworth,Strafford,017

NH,South Hampton,Rockingham,015

NH,Springfield,Sullivan,019

NH,Stark,Coös,007

NH,Stewartstown,Coös,007

NH,Stoddard,Cheshire,005

NH,Strafford,Strafford,017

NH,Stratford,Coös,007

NH,Stratham,Rockingham,015

NH,Sugar Hill,Grafton,009

NH,Sullivan,Cheshire,005

NH,Sunapee,Sullivan,019

NH,Surry,Cheshire,005

NH,Sutton,Merrimack,013

NH,Swanzey,Cheshire,005

NH,Tamworth,Carroll,003

NH,Temple,Hillsborough,011

NH,Thornton,Grafton,009

NH,Tilton,Belknap,001

NH,Troy,Cheshire,005

NH,Tuftonboro,Carroll,003

NH,Unity,Sullivan,019

NH,Wakefield,Carroll,003

NH,Walpole,Cheshire,005

NH,Warner,Merrimack,013

NH,Warren,Grafton,009

NH,Washington,Sullivan,019

NH,Waterville Valley,Grafton,009

NH,Weare,Hillsborough,011

NH,Webster,Merrimack,013

NH,Wentworth,Grafton,009

NH,Westmoreland,Cheshire,005

NH,Whitefield,Coös,007

NH,Wilmot,Merrimack,013

NH,Wilton,Hillsborough,011

NH,Winchester,Cheshire,005

NH,Windham,Rockingham,015

NH,Windsor,Hillsborough,011

NH,Wolfeboro,Carroll,003

NH,Woodstock,Grafton,009

VT,Addison,Addison,001

VT,Alburgh,Grand Isle,013

VT,Arlington,Bennington,003

VT,Bakersfield,Franklin,011

VT,Barnard,Windsor,027

VT,Barton,Orleans,019

VT,Bennington,Bennington,003

VT,Berkshire,Franklin,011

VT,Bethel,Windsor,027

VT,Bolton,Chittenden,007

VT,Braintree,Orange,017

VT,Brattleboro,Windham,025

VT,Addison,Addison,001

VT,Albany,Orleans,019

VT,Alburgh,Grand Isle,013

VT,Andover,Windsor,027

VT,Arlington,Bennington,003

VT,Athens,Windham,025

VT,Bakersfield,Franklin,011

VT,Baltimore,Windsor,027

VT,Barnard,Windsor,027

VT,Barnet,Caledonia,005

VT,Barre City,Washington,023

VT,Barre Town,Washington,023

VT,Barton,Orleans,019

VT,Belvidere,Lamoille,015

VT,Bennington,Bennington,003

VT,Benson,Rutland,021

VT,Berkshire,Franklin,011

VT,Berlin,Washington,023

VT,Bethel,Windsor,027

VT,Bloomfield,Essex,009

VT,Bolton,Chittenden,007

VT,Bradford,Orange,017

VT,Braintree,Orange,017

VT,Brandon,Rutland,021

VT,Brattleboro,Windham,025

VT,Bridgewater,Windsor,027

VT,Bridport,Addison,001

VT,Brighton,Essex,009

VT,Bristol,Addison,001

VT,Brookfield,Orange,017

VT,Brookline,Windham,025

VT,Brownington,Orleans,019

VT,Brunswick,Essex,009

VT,Burke,Caledonia,005

VT,Burlington,Chittenden,007

VT,Cabot,Washington,023

VT,Calais,Washington,023

VT,Cambridge,Lamoille,015

VT,Canaan,Essex,009

VT,Castleton,Rutland,021

VT,Cavendish,Windsor,027

VT,Charleston,Orleans,019

VT,Charlotte,Chittenden,007

VT,Chelsea,Orange,017

VT,Chester,Windsor,027

VT,Chittenden,Rutland,021

VT,Clarendon,Rutland,021

VT,Colchester,Chittenden,007

VT,Concord,Essex,009

VT,Corinth,Orange,017

VT,Cornwall,Addison,001

VT,Coventry,Orleans,019

VT,Craftsbury,Orleans,019

VT,Danby,Rutland,021

VT,Danville,Caledonia,005

VT,Derby,Orleans,019

VT,Dorset,Bennington,003

VT,Dover,Windham,025

VT,Dummerston,Windham,025

VT,Duxbury,Washington,023

VT,East Haven,Essex,009

VT,East Montpelier,Washington,023

VT,Eden,Lamoille,015

VT,Elmore,Lamoille,015

VT,Enosburgh,Franklin,011

VT,Essex Junction City,Chittenden,007

VT,Essex Town,Chittenden,007

VT,Fair Haven,Rutland,021

VT,Fairfax,Franklin,011

VT,Fairfield,Franklin,011

VT,Fairlee,Orange,017

VT,Fayston,Washington,023

VT,Ferrisburgh,Addison,001

VT,Fletcher,Franklin,011

VT,Franklin,Franklin,011

VT,Georgia,Franklin,011

VT,Glover,Orleans,019

VT,Goshen,Addison,001

VT,Grafton,Windham,025

VT,Granby,Essex,009

VT,Grand Isle,Grand Isle,013

VT,Granville,Addison,001

VT,Greensboro,Orleans,019

VT,Groton,Caledonia,005

VT,Guildhall,Essex,009

VT,Guilford,Windham,025

VT,Halifax,Windham,025

VT,Hancock,Addison,001

VT,Hardwick,Caledonia,005

VT,Hartford,Windsor,027

VT,Hartland,Windsor,027

VT,Highgate,Franklin,011

VT,Hinesburg,Chittenden,007

VT,Holland,Orleans,019

VT,Hubbardton,Rutland,021

VT,Huntington,Chittenden,007

VT,Hyde Park,Lamoille,015

VT,Ira,Rutland,021

VT,Irasburg,Orleans,019

VT,Isle La Motte,Grand Isle,013

VT,Jamaica,Windham,025

VT,Jay,Orleans,019

VT,Jericho,Chittenden,007

VT,Johnson,Lamoille,015

VT,Killington,Rutland,021

VT,Kirby,Caledonia,005

VT,Landgrove,Bennington,003

VT,Leicester,Addison,001

VT,Lemington,Essex,009

VT,Lincoln,Addison,001

VT,Londonderry,Windham,025

VT,Lowell,Orleans,019

VT,Ludlow,Windsor,027

VT,Lunenburg,Essex,009

VT,Lyndon,Caledonia,005

VT,Maidstone,Essex,009

VT,Manchester,Bennington,003

VT,Marlboro,Windham,025

VT,Marshfield,Washington,023

VT,Mendon,Rutland,021

VT,Middlebury,Addison,001

VT,Middlesex,Washington,023

VT,Middletown Springs,Rutland,021

VT,Milton,Chittenden,007

VT,Monkton,Addison,001

VT,Montgomery,Franklin,011

VT,Montpelier,Washington,023

VT,Moretown,Washington,023

VT,Morgan,Orleans,019

VT,Morristown,Lamoille,015

VT,Mount Holly,Rutland,021

VT,Mount Tabor,Rutland,021

VT,New Haven,Addison,001

VT,Newark,Caledonia,005

VT,Newbury,Orange,017

VT,Newfane,Windham,025

VT,Newport City,Orleans,019

VT,Newport Town,Orleans,019

VT,North Hero,Grand Isle,013

VT,Northfield,Washington,023

VT,Norton,Essex,009

VT,Norwich,Windsor,027

VT,Orange,Orange,017

VT,Orwell,Addison,001

VT,Panton,Addison,001

VT,Pawlet,Rutland,021

VT,Peacham,Caledonia,005

VT,Peru,Bennington,003

VT,Pittsfield,Rutland,021

VT,Pittsford,Rutland,021

VT,Plainfield,Washington,023

VT,Plymouth,Windsor,027

VT,Pomfret,Windsor,027

VT,Poultney,Rutland,021

VT,Pownal,Bennington,003

VT,Proctor,Rutland,021

VT,Putney,Windham,025

VT,Randolph,Orange,017

VT,Reading,Windsor,027

VT,Readsboro,Bennington,003

VT,Richford,Franklin,011

VT,Richmond,Chittenden,007

VT,Ripton,Addison,001

VT,Rochester,Windsor,027

VT,Rockingham,Windham,025

VT,Roxbury,Washington,023

VT,Royalton,Windsor,027

VT,Rupert,Bennington,003

VT,Rutland City,Rutland,021

VT,Rutland Town,Rutland,021

VT,Ryegate,Caledonia,005

VT,Saint Albans City,Franklin,011

VT,Saint Albans Town,Franklin,011

VT,Saint George,Chittenden,007

VT,Saint Johnsbury,Caledonia,005

VT,Salisbury,Addison,001

VT,Sandgate,Bennington,003

VT,Searsburg,Bennington,003

VT,Shaftsbury,Bennington,003

VT,Sharon,Windsor,027

VT,Sheffield,Caledonia,005

VT,Shelburne,Chittenden,007

VT,Sheldon,Franklin,011

VT,Shoreham,Addison,001

VT,Shrewsbury,Rutland,021

VT,South Burlington,Chittenden,007

VT,South Hero,Grand Isle,013

VT,Springfield,Windsor,027

VT,Stamford,Bennington,003

VT,Stannard,Caledonia,005

VT,Starksboro,Addison,001

VT,Stockbridge,Windsor,027

VT,Stowe,Lamoille,015

VT,Strafford,Orange,017

VT,Stratton,Windham,025

VT,Sudbury,Rutland,021

VT,Sunderland,Bennington,003

VT,Sutton,Caledonia,005

VT,Swanton,Franklin,011

VT,Thetford,Orange,017

VT,Tinmouth,Rutland,021

VT,Topsham,Orange,017

VT,Townshend,Windham,025

VT,Troy,Orleans,019

VT,Tunbridge,Orange,017

VT,Underhill,Chittenden,007

VT,Vergennes,Addison,001

VT,Vernon,Windham,025

VT,Vershire,Orange,017

VT,Victory,Essex,009

VT,Waitsfield,Washington,023

VT,Walden,Caledonia,005

VT,Wallingford,Rutland,021

VT,Waltham,Addison,001

VT,Wardsboro,Windham,025

VT,Warren,Washington,023

VT,Washington,Orange,017

VT,Waterbury,Washington,023

VT,Waterford,Caledonia,005

VT,Waterville,Lamoille,015

VT,Weathersfield,Windsor,027

VT,Wells,Rutland,021

VT,West Fairlee,Orange,017

VT,West Haven,Rutland,021

VT,West Rutland,Rutland,021

VT,West Windsor,Windsor,027

VT,Westfield,Orleans,019

VT,Westford,Chittenden,007

VT,Westminster,Windham,025

VT,Westmore,Orleans,019

VT,Weston,Windsor,027

VT,Weybridge,Addison,001

VT,Wheelock,Caledonia,005

VT,Whiting,Addison,001

VT,Whitingham,Windham,025

VT,Williamstown,Orange,017

VT,Williston,Chittenden,007

VT,Wilmington,Windham,025

VT,Windham,Windham,025

VT,Windsor,Windsor,027

VT,Winhall,Bennington,003

VT,Winooski,Chittenden,007

VT,Wolcott,Lamoille,015

VT,Woodbury,Washington,023

VT,Woodford,Bennington,003

VT,Woodstock,Windsor,027

VT,Worcester,Washington,023

MA,Abington,Plymouth,023

MA,Acton,Middlesex,017

MA,Acushnet,Bristol,005

MA,Adams,Berkshire,003

MA,Agawam,Hampden,013

MA,Alford,Berkshire,003

MA,Amesbury,Essex,009

MA,Amherst,Hampshire,015

MA,Andover,Essex,009

MA,Aquinnah,Dukes,007

MA,Arlington,Middlesex,017

MA,Ashburnham,Worcester,027

MA,Ashby,Middlesex,017

MA,Ashfield,Franklin,011

MA,Ashland,Middlesex,017

MA,Athol,Worcester,027

MA,Attleboro,Bristol,005

MA,Auburn,Worcester,027

MA,Avon,Norfolk,021

MA,Ayer,Middlesex,017

MA,Barnstable,Barnstable,001

MA,Barre,Worcester,027

MA,Becket,Berkshire,003

MA,Bedford,Middlesex,017

MA,Belchertown,Hampshire,015

MA,Bellingham,Norfolk,021

MA,Belmont,Middlesex,017

MA,Berkley,Bristol,005

MA,Berlin,Worcester,027

MA,Bernardston,Franklin,011

MA,Beverly,Essex,009

MA,Billerica,Middlesex,017

MA,Blackstone,Worcester,027

MA,Blandford,Hampden,013

MA,Bolton,Worcester,027

MA,Boston,Suffolk,025

MA,Bourne,Barnstable,001

MA,Boxborough,Middlesex,017

MA,Boxford,Essex,009

MA,Boylston,Worcester,027

MA,Braintree,Norfolk,021

MA,Brewster,Barnstable,001

MA,Bridgewater,Plymouth,023

MA,Brimfield,Hampden,013

MA,Brockton,Plymouth,023

MA,Brookfield,Worcester,027

MA,Brookline,Norfolk,021

MA,Buckland,Franklin,011

MA,Burlington,Middlesex,017

MA,Cambridge,Middlesex,017

MA,Canton,Norfolk,021

MA,Carlisle,Middlesex,017

MA,Carver,Plymouth,023

MA,Charlemont,Franklin,011

MA,Charlton,Worcester,027

MA,Chatham,Barnstable,001

MA,Chelmsford,Middlesex,017

MA,Chelsea,Suffolk,025

MA,Cheshire,Berkshire,003

MA,Chester,Hampden,013

MA,Chesterfield,Hampshire,015

MA,Chicopee,Hampden,013

MA,Chilmark,Dukes,007

MA,Clarksburg,Berkshire,003

MA,Clinton,Worcester,027

MA,Cohasset,Norfolk,021

MA,Colrain,Franklin,011

MA,Concord,Middlesex,017

MA,Conway,Franklin,011

MA,Cummington,Hampshire,015

MA,Dalton,Berkshire,003

MA,Danvers,Essex,009

MA,Dartmouth,Bristol,005

MA,Dedham,Norfolk,021

MA,Deerfield,Franklin,011

MA,Dennis,Barnstable,001

MA,Dighton,Bristol,005

MA,Douglas,Worcester,027

MA,Dover,Norfolk,021

MA,Dracut,Middlesex,017

MA,Dudley,Worcester,027

MA,Dunstable,Middlesex,017

MA,Duxbury,Plymouth,023

MA,East Bridgewater,Plymouth,023

MA,East Brookfield,Worcester,027

MA,East Longmeadow,Hampden,013

MA,Eastham,Barnstable,001

MA,Easthampton,Hampshire,015

MA,Easton,Bristol,005

MA,Edgartown,Dukes,007

MA,Egremont,Berkshire,003

MA,Erving,Franklin,011

MA,Essex,Essex,009

MA,Everett,Middlesex,017

MA,Fairhaven,Bristol,005

MA,Fall River,Bristol,005

MA,Falmouth,Barnstable,001

MA,Fitchburg,Worcester,027

MA,Florida,Berkshire,003

MA,Foxborough,Norfolk,021

MA,Framingham,Middlesex,017

MA,Franklin,Norfolk,021

MA,Freetown,Bristol,005

MA,Gardner,Worcester,027

MA,Georgetown,Essex,009

MA,Gill,Franklin,011

MA,Gloucester,Essex,009

MA,Goshen,Hampshire,015

MA,Gosnold,Dukes,007

MA,Grafton,Worcester,027

MA,Granby,Hampshire,015

MA,Granville,Hampden,013

MA,Great Barrington,Berkshire,003

MA,Greenfield,Franklin,011

MA,Groton,Middlesex,017

MA,Groveland,Essex,009

MA,Hadley,Hampshire,015

MA,Halifax,Plymouth,023

MA,Hamilton,Essex,009

MA,Hampden,Hampden,013

MA,Hancock,Berkshire,003

MA,Hanover,Plymouth,023

MA,Hanson,Plymouth,023

MA,Hardwick,Worcester,027

MA,Harvard,Worcester,027

MA,Harwich,Barnstable,001

MA,Hatfield,Hampshire,015

MA,Haverhill,Essex,009

MA,Hawley,Franklin,011

MA,Heath,Franklin,011

MA,Hingham,Plymouth,023

MA,Hinsdale,Berkshire,003

MA,Holbrook,Norfolk,021

MA,Holden,Worcester,027

MA,Holland,Hampden,013

MA,Holliston,Middlesex,017

MA,Holyoke,Hampden,013

MA,Hopedale,Worcester,027

MA,Hopkinton,Middlesex,017

MA,Hubbardston,Worcester,027

MA,Hudson,Middlesex,017

MA,Hull,Plymouth,023

MA,Huntington,Hampshire,015

MA,Ipswich,Essex,009

MA,Kingston,Plymouth,023

MA,Lakeville,Plymouth,023

MA,Lancaster,Worcester,027

MA,Lanesborough,Berkshire,003

MA,Lawrence,Essex,009

MA,Lee,Berkshire,003

MA,Leicester,Worcester,027

MA,Lenox,Berkshire,003

MA,Leominster,Worcester,027

MA,Leverett,Franklin,011

MA,Lexington,Middlesex,017

MA,Leyden,Franklin,011

MA,Lincoln,Middlesex,017

MA,Littleton,Middlesex,017

MA,Longmeadow,Hampden,013

MA,Lowell,Middlesex,017

MA,Ludlow,Hampden,013

MA,Lunenburg,Worcester,027

MA,Lynn,Essex,009

MA,Lynnfield,Essex,009

MA,Malden,Middlesex,017

MA,Manchester-by-the-Sea,Essex,009

MA,Mansfield,Bristol,005

MA,Marblehead,Essex,009

MA,Marion,Plymouth,023

MA,Marlborough,Middlesex,017

MA,Marshfield,Plymouth,023

MA,Mashpee,Barnstable,001

MA,Mattapoisett,Plymouth,023

MA,Maynard,Middlesex,017

MA,Medfield,Norfolk,021

MA,Medford,Middlesex,017

MA,Medway,Norfolk,021

MA,Melrose,Middlesex,017

MA,Mendon,Worcester,027

MA,Merrimac,Essex,009

MA,Methuen,Essex,009

MA,Middleborough,Plymouth,023

MA,Middlefield,Hampshire,015

MA,Middleton,Essex,009

MA,Milford,Worcester,027

MA,Millbury,Worcester,027

MA,Millis,Norfolk,021

MA,Millville,Worcester,027

MA,Milton,Norfolk,021

MA,Monroe,Franklin,011

MA,Monson,Hampden,013

MA,Montague,Franklin,011

MA,Monterey,Berkshire,003

MA,Montgomery,Hampden,013

MA,Mount Washington,Berkshire,003

MA,Nahant,Essex,009

MA,Nantucket,Nantucket,019

MA,Natick,Middlesex,017

MA,Needham,Norfolk,021

MA,New Ashford,Berkshire,003

MA,New Bedford,Bristol,005

MA,New Braintree,Worcester,027

MA,New Marlborough,Berkshire,003

MA,New Salem,Franklin,011

MA,Newbury,Essex,009

MA,Newburyport,Essex,009

MA,Newton,Middlesex,017

MA,Norfolk,Norfolk,021

MA,North Adams,Berkshire,003

MA,North Andover,Essex,009

MA,North Attleborough,Bristol,005

MA,North Brookfield,Worcester,027

MA,North Reading,Middlesex,017

MA,Northampton,Hampshire,015

MA,Northborough,Worcester,027

MA,Northbridge,Worcester,027

MA,Northfield,Franklin,011

MA,Norton,Bristol,005

MA,Norwell,Plymouth,023

MA,Norwood,Norfolk,021

MA,Oak Bluffs,Dukes,007

MA,Oakham,Worcester,027

MA,Orange,Franklin,011

MA,Orleans,Barnstable,001

MA,Otis,Berkshire,003

MA,Oxford,Worcester,027

MA,Palmer,Hampden,013

MA,Paxton,Worcester,027

MA,Peabody,Essex,009

MA,Pelham,Hampshire,015

MA,Pembroke,Plymouth,023

MA,Pepperell,Middlesex,017

MA,Peru,Berkshire,003

MA,Petersham,Worcester,027

MA,Phillipston,Worcester,027

MA,Pittsfield,Berkshire,003

MA,Plainfield,Hampshire,015

MA,Plainville,Norfolk,021

MA,Plymouth,Plymouth,023

MA,Plympton,Plymouth,023

MA,Princeton,Worcester,027

MA,Provincetown,Barnstable,001

MA,Quincy,Norfolk,021

MA,Randolph,Norfolk,021

MA,Raynham,Bristol,005

MA,Reading,Middlesex,017

MA,Rehoboth,Bristol,005

MA,Revere,Suffolk,025

MA,Richmond,Berkshire,003

MA,Rochester,Plymouth,023

MA,Rockland,Plymouth,023

MA,Rockport,Essex,009

MA,Rowe,Franklin,011

MA,Rowley,Essex,009

MA,Royalston,Worcester,027

MA,Russell,Hampden,013

MA,Rutland,Worcester,027

MA,Salem,Essex,009

MA,Salisbury,Essex,009

MA,Sandisfield,Berkshire,003

MA,Sandwich,Barnstable,001

MA,Saugus,Essex,009

MA,Savoy,Berkshire,003

MA,Scituate,Plymouth,023

MA,Seekonk,Bristol,005

MA,Sharon,Norfolk,021

MA,Sheffield,Berkshire,003

MA,Shelburne,Franklin,011

MA,Sherborn,Middlesex,017

MA,Shirley,Middlesex,017

MA,Shrewsbury,Worcester,027

MA,Shutesbury,Franklin,011

MA,Somerset,Bristol,005

MA,Somerville,Middlesex,017

MA,South Hadley,Hampshire,015

MA,Southampton,Hampshire,015

MA,Southborough,Worcester,027

MA,Southbridge,Worcester,027

MA,Southwick,Hampden,013

MA,Spencer,Worcester,027

MA,Springfield,Hampden,013

MA,Sterling,Worcester,027

MA,Stockbridge,Berkshire,003

MA,Stoneham,Middlesex,017

MA,Stoughton,Norfolk,021

MA,Stow,Middlesex,017

MA,Sturbridge,Worcester,027

MA,Sudbury,Middlesex,017

MA,Sunderland,Franklin,011

MA,Sutton,Worcester,027

MA,Swampscott,Essex,009

MA,Swansea,Bristol,005

MA,Taunton,Bristol,005

MA,Templeton,Worcester,027

MA,Tewksbury,Middlesex,017

MA,Tisbury,Dukes,007

MA,Tolland,Hampden,013

MA,Topsfield,Essex,009

MA,Townsend,Middlesex,017

MA,Truro,Barnstable,001

MA,Tyngsborough,Middlesex,017

MA,Tyringham,Berkshire,003

MA,Upton,Worcester,027

MA,Uxbridge,Worcester,027

MA,Wakefield,Middlesex,017

MA,Wales,Hampden,013

MA,Walpole,Norfolk,021

MA,Waltham,Middlesex,017

MA,Ware,Hampshire,015

MA,Wareham,Plymouth,023

MA,Warren,Worcester,027

MA,Warwick,Franklin,011

MA,Washington,Berkshire,003

MA,Watertown,Middlesex,017

MA,Wayland,Middlesex,017

MA,Webster,Worcester,027

MA,Wellesley,Norfolk,021

MA,Wellfleet,Barnstable,001

MA,Wendell,Franklin,011

MA,Wenham,Essex,009

MA,West Boylston,Worcester,027

MA,West Bridgewater,Plymouth,023

MA,West Brookfield,Worcester,027

MA,West Newbury,Essex,009

MA,West Springfield,Hampden,013

MA,West Stockbridge,Berkshire,003

MA,West Tisbury,Dukes,007

MA,Westborough,Worcester,027

MA,Westfield,Hampden,013

MA,Westford,Middlesex,017

MA,Westhampton,Hampshire,015

MA,Westminster,Worcester,027

MA,Weston,Middlesex,017

MA,Westport,Bristol,005

MA,Westwood,Norfolk,021

MA,Weymouth,Norfolk,021

MA,Whately,Franklin,011

MA,Whitman,Plymouth,023

MA,Wilbraham,Hampden,013

MA,Williamsburg,Hampshire,015

MA,Williamstown,Berkshire,003

MA,Wilmington,Middlesex,017

MA,Winchendon,Worcester,027

MA,Winchester,Middlesex,017

MA,Windsor,Berkshire,003

MA,Winthrop,Suffolk,025

MA,Woburn,Middlesex,017

MA,Worcester,Worcester,027

MA,Worthington,Hampshire,015

MA,Wrentham,Norfolk,021

MA,Yarmouth,Barnstable,001

RI,Barrington,Bristol,001

RI,Bristol,Bristol,001

RI,Central Falls,Providence,007

RI,Cumberland,Providence,007

RI,East Providence,Providence,007

RI,Jamestown,Newport,005

RI,Lincoln,Providence,007

RI,Little Compton,Newport,005

RI,Middletown,Newport,005

RI,Newport,Newport,005

RI,North Providence,Providence,007

RI,North Smithfield,Providence,007

RI,Pawtucket,Providence,007

RI,Portsmouth,Newport,005

RI,Providence,Providence,007

RI,Smithfield,Providence,007

RI,Tiverton,Newport,005

RI,Warren,Bristol,001

RI,Woonsocket,Providence,007

RI,Burrillville,Providence,007

RI,Charlestown,Washington,009

RI,Coventry,Kent,003

RI,Cranston,Providence,007

RI,East Greenwich,Kent,003

RI,Exeter,Washington,009

RI,Foster,Providence,007

RI,Glocester,Providence,007

RI,Hopkinton,Washington,009

RI,Johnston,Providence,007

RI,Narragansett,Washington,009

RI,New Shoreham,Washington,009

RI,North Kingstown,Washington,009

RI,Richmond,Washington,009

RI,Scituate,Providence,007

RI,South Kingstown,Washington,009

RI,Warwick,Kent,003

RI,West Greenwich,Kent,003

RI,West Warwick,Kent,003

RI,Westerly,Washington,009